sample;num_crispr_arrays;average_crispr_length;average_AT;percent_plus_orientation;percent_minus_orientation
GCA_011068345.1_ASM1106834v1_genomic.fasta;2;1284;45.8;50.0;50.0
GCA_000964015.1_ASM96401v1_genomic.fasta;5;555.2;58.17;100.0;0.0
GCA_900113245.1_IMG-taxon_2617270917_annotated_assembly_genomic.fasta;6;173.5;34.98;66.67;33.33
GCF_024346835.1_ASM2434683v1_genomic.fasta;2;106.5;55.9;50.0;50.0
GCF_024199785.1_ASM2419978v1_genomic.fasta;0;0.0;36.03;0.0;0.0
GCF_035407905.1_ASM3540790v1_genomic.fasta;7;108;64.31;50.0;50.0
GCA_900102455.1_IMG-taxon_2597490364_annotated_assembly_genomic.fasta;1;99;34.86;0.0;0.0
GCA_010726955.1_ASM1072695v1_genomic.fasta;22;112.36;29.63;52.94;47.06
GCA_900104745.1_IMG-taxon_2636416006_annotated_assembly_genomic.fasta;4;142.5;29.39;66.67;33.33
GCF_001046895.1_ASM104689v1_genomic.fasta;2;97;34.87;100.0;0.0
GCA_000716135.1_ASM71613v1_genomic.fasta;18;217.22;26.65;83.33;16.67
GCA_017876155.1_ASM1787615v1_genomic.fasta;8;281.62;31.14;80.0;20.0
GCA_020883535.1_ASM2088353v1_genomic.fasta;2;269;63.87;0.0;100.0
GCF_009193295.2_ASM919329v2_genomic.fasta;0;0.0;58.51;0.0;0.0
GCF_024171815.1_ASM2417181v1_genomic.fasta;4;108;31.83;50.0;50.0
GCF_003932715.1_ASM393271v1_genomic.fasta;27;447.07;28.14;57.14;42.86
GCA_900186985.1_50377_C01_genomic.fasta;2;492;63.3;100.0;0.0
GCA_016722785.1_ASM1672278v1_genomic.fasta;2;171.5;30.7;100.0;0.0
GCF_007828725.1_ASM782872v1_genomic.fasta;11;88.91;28.91;42.86;57.14
GCA_000689355.1_PRJEB5999_assembly_1_genomic.fasta;3;117.67;61.19;100.0;0.0
GCA_902459595.1_LMG_31014_genomic.fasta;1;102;36.38;0.0;0.0
GCA_900183575.1_SAMEA104055222_genomic.fasta;1;1086;62.65;100.0;0.0
GCA_019645815.1_ASM1964581v1_genomic.fasta;20;191.55;32.18;100.0;0.0
GCF_003144395.1_ASM314439v1_genomic.fasta;1;152;62.19;0.0;100.0
GCA_013374815.1_ASM1337481v1_genomic.fasta;5;516.8;49.27;75.0;25.0
GCF_025349945.1_ASM2534994v1_genomic.fasta;5;355.2;44.97;66.67;33.33
GCF_001998325.1_ASM199832v1_genomic.fasta;21;119.9;28.33;60.0;40.0
GCA_010993845.2_ASM1099384v2_genomic.fasta;3;585.33;60.33;50.0;50.0
GCA_900155355.1_ASM90015535v1_genomic.fasta;2;178;56.1;100.0;0.0
GCF_002217195.1_ASM221719v1_genomic.fasta;9;155.44;65.3;66.67;33.33
GCA_900536025.1_PREIDCCOS865_genomic.fasta;9;107.11;35.91;42.86;57.14
GCA_015209685.1_ASM1520968v1_genomic.fasta;3;99.67;61.49;33.33;66.67
GCF_006384975.1_ASM638497v1_genomic.fasta;8;336.5;35.29;57.14;42.86
GCF_024971095.1_ASM2497109v1_genomic.fasta;10;98.8;28.6;42.86;57.14
GCF_003992125.1_ASM399212v1_genomic.fasta;0;0.0;61.61;0.0;0.0
GCA_020342335.1_ASM2034233v1_genomic.fasta;8;107.5;44.76;0.0;100.0
GCF_009873295.1_ASM987329v1_genomic.fasta;9;244.78;47.85;22.22;77.78
GCA_019890635.1_ASM1989063v1_genomic.fasta;50;170.04;26.91;40.0;60.0
GCF_003335045.1_ASM333504v1_genomic.fasta;2;119;40.12;50.0;50.0
GCA_000720395.1_ASM72039v1_genomic.fasta;8;135;28.95;50.0;50.0
GCA_023646285.1_ASM2364628v1_genomic.fasta;2;168;65.73;0.0;100.0
GCF_024400375.1_ASM2440037v1_genomic.fasta;5;95.8;37.79;50.0;50.0
GCF_002242805.1_ASM224280v1_genomic.fasta;21;147.71;28.97;55.56;44.44
GCF_001854475.1_ASM185447v1_genomic.fasta;12;333.33;57.5;0.0;100.0
GCF_001468135.1_ASM146813v1_genomic.fasta;4;124.5;63.31;50.0;50.0
GCA_023162025.1_ASM2316202v1_genomic.fasta;5;105.6;68.02;75.0;25.0
GCA_900636545.1_42727_C01_genomic.fasta;1;109;37.24;0.0;100.0
GCF_002953735.1_ASM295373v1_genomic.fasta;2;132.5;61.35;0.0;100.0
GCF_030285945.1_ASM3028594v1_genomic.fasta;5;123.4;64.46;50.0;50.0
GCA_020917325.1_ASM2091732v1_genomic.fasta;6;109;41.53;80.0;20.0
GCA_018388625.1_ASM1838862v1_genomic.fasta;31;394.03;28.88;52.0;48.0
GCA_019047205.1_ASM1904720v1_genomic.fasta;3;130.33;61.18;100.0;0.0
GCA_900475595.1_44343_G01_genomic.fasta;1;1025;63.41;0.0;100.0
GCF_009739945.1_ASM973994v1_genomic.fasta;2;159.5;64.29;100.0;0.0
GCA_023498005.1_ASM2349800v1_genomic.fasta;27;177.11;29.56;40.0;60.0
GCA_014873945.1_ASM1487394v1_genomic.fasta;4;89.5;39.99;75.0;25.0
GCA_011516765.1_ASM1151676v1_genomic.fasta;2;393.5;42.37;0.0;100.0
GCA_010093345.1_ASM1009334v1_genomic.fasta;5;126.8;34.89;33.33;66.67
GCA_917563915.1_JJ-63_genomic.fasta;2;205;63.6;100.0;0.0
GCA_016728105.1_ASM1672810v1_genomic.fasta;2;3364.5;40.65;0.0;100.0
GCF_004214895.1_ASM421489v1_genomic.fasta;0;0.0;38.17;0.0;0.0
GCF_002155685.1_ASM215568v1_genomic.fasta;3;125.33;33.53;33.33;66.67
GCA_900115835.1_IMG-taxon_2663762748_annotated_assembly_genomic.fasta;2;81.5;39.15;50.0;50.0
GCF_008693965.1_ASM869396v1_genomic.fasta;2;146.5;44.58;50.0;50.0
GCA_019134595.1_ASM1913459v1_genomic.fasta;4;152.25;58.53;66.67;33.33
GCF_004339125.1_ASM433912v1_genomic.fasta;12;115.75;32.33;40.0;60.0
GCF_036167175.1_ASM3616717v1_genomic.fasta;23;175.74;28.65;52.63;47.37
GCF_009931595.1_ASM993159v1_genomic.fasta;7;600.29;37.02;60.0;40.0
GCF_025519785.1_ASM2551978v1_genomic.fasta;35;127.94;63.51;66.67;33.33
GCF_004363805.1_ASM436380v1_genomic.fasta;1;92;39.32;0.0;0.0
GCF_002934685.1_ASM293468v1_genomic.fasta;4;125.5;40.52;0.0;100.0
GCA_016925655.1_ASM1692565v1_genomic.fasta;1;193;39.45;0.0;0.0
GCA_900475585.1_44087_H01_genomic.fasta;4;131.75;58.6;50.0;50.0
GCA_014651575.1_ASM1465157v1_genomic.fasta;2;82.5;40.89;50.0;50.0
GCF_008120875.1_ASM812087v1_genomic.fasta;4;1270.25;48.01;25.0;75.0
GCA_014650395.1_ASM1465039v1_genomic.fasta;11;141.55;28.3;50.0;50.0
GCF_001662105.1_ASM166210v1_genomic.fasta;2;97.5;39.52;100.0;0.0
GCA_023156235.1_ASM2315623v1_genomic.fasta;0;0.0;41.14;0.0;0.0
GCA_016250455.1_ASM1625045v1_genomic.fasta;2;1411.5;43.45;100.0;0.0
GCA_900183405.1_ASM90018340v1_genomic.fasta;10;219.1;47.08;75.0;25.0
GCA_021432085.1_ASM2143208v1_genomic.fasta;1;88;37.34;0.0;100.0
GCF_002208805.2_ASM220880v2_genomic.fasta;3;101.33;61.08;100.0;0.0
GCF_003265465.1_ASM326546v1_genomic.fasta;20;115.9;37.54;61.54;38.46
GCF_001465795.2_ASM146579v2_genomic.fasta;2;141;51.55;100.0;0.0
GCF_002022125.1_ASM202212v1_genomic.fasta;0;0.0;64.33;0.0;0.0
GCA_020138775.1_ASM2013877v1_genomic.fasta;5;115;71.56;60.0;40.0
GCA_900176575.1_PRJEB20355_genomic.fasta;6;119.5;54.59;100.0;0.0
GCF_040028385.1_K_rhizo_1_genomic.fasta;0;0.0;29.55;0.0;0.0
GCF_003052295.1_ASM305229v1_genomic.fasta;1;74;52.97;100.0;0.0
GCA_900078695.1_H044680328_genomic.fasta;1;111;34.46;100.0;0.0
GCA_900626105.1_PRJEB29220_genomic.fasta;6;135.33;32.83;66.67;33.33
GCA_017357225.1_ASM1735722v1_genomic.fasta;4;87.5;38.93;66.67;33.33
GCA_902459765.1_LMG_31117_genomic.fasta;0;0.0;37.6;0.0;0.0
GCF_001687605.2_ASM168760v2_genomic.fasta;4;84;50.02;50.0;50.0
GCF_003326805.1_ASM332680v1_genomic.fasta;2;91.5;45.34;50.0;50.0
GCF_040008275.1_NADC-Hs91_genomic.fasta;1;88;62.62;0.0;0.0
GCA_019711335.1_ASM1971133v1_genomic.fasta;1;65;36.27;0.0;0.0
GCF_001648475.1_ASM164847v1_genomic.fasta;8;625.5;43.74;12.5;87.5
GCA_012396035.1_ASM1239603v1_genomic.fasta;13;108.46;32.92;77.78;22.22
GCA_011516645.4_ASM1151664v4_genomic.fasta;4;160.75;36.49;0.0;100.0
GCF_029633825.1_ASM2963382v1_genomic.fasta;7;201.43;34.2;33.33;66.67
GCA_023518215.1_ASM2351821v1_genomic.fasta;3;230.67;33.35;0.0;100.0
GCA_018333335.1_ASM1833333v1_genomic.fasta;2;119;46.8;50.0;50.0
GCF_003663795.1_ASM366379v1_genomic.fasta;23;243.78;29.07;50.0;50.0
GCA_900476215.1_51342_F02_genomic.fasta;8;189.25;57.54;66.67;33.33
GCA_016064815.1_ASM1606481v1_genomic.fasta;4;90.25;61.6;0.0;0.0
GCF_025822345.1_ASM2582234v1_genomic.fasta;5;124;32.42;66.67;33.33
GCF_026168555.1_ASM2616855v1_genomic.fasta;3;140.67;35.73;66.67;33.33
GCA_000968375.1_ASM96837v1_genomic.fasta;7;1008.14;70.39;20.0;80.0
GCF_001558495.2_ASM155849v2_genomic.fasta;1;97;54.67;0.0;0.0
GCF_006539285.1_ASM653928v1_genomic.fasta;2;861;54.96;100.0;0.0
GCA_000807775.2_ASM80777v2_genomic.fasta;2;147.5;37.18;100.0;0.0
GCA_023653135.1_ASM2365313v1_genomic.fasta;3;99;35.25;50.0;50.0
GCA_020215645.1_ASM2021564v1_genomic.fasta;26;128.15;28.44;50.0;50.0
GCF_008704495.1_ASM870449v1_genomic.fasta;38;397.84;28.97;56.0;44.0
GCA_014904815.1_ASM1490481v1_genomic.fasta;0;0.0;39.82;0.0;0.0
GCF_001431045.1_ASM143104v1_genomic.fasta;2;759.5;60.04;0.0;100.0
GCF_009769205.1_ASM976920v1_genomic.fasta;5;777.4;63.0;20.0;80.0
GCF_003966625.1_ASM396662v1_genomic.fasta;6;104.67;66.38;60.0;40.0
GCA_014174255.1_ASM1417425v1_genomic.fasta;1;81;34.04;100.0;0.0
GCA_016127455.1_ASM1612745v1_genomic.fasta;3;140.33;66.92;33.33;66.67
GCA_032144175.1_ASM3214417v1_genomic.fasta;5;188.4;57.91;80.0;20.0
GCF_002902945.1_ASM290294v1_genomic.fasta;8;86.75;37.42;37.5;62.5
GCF_001028665.1_ASM102866v1_genomic.fasta;1;164;33.54;0.0;100.0
GCA_900637655.1_52295_B01_genomic.fasta;16;238.88;56.02;46.15;53.85
GCF_004331485.1_ASM433148v1_genomic.fasta;11;135.09;31.73;44.44;55.56
GCF_001544915.2_ASM154491v2_genomic.fasta;3;557.33;37.04;50.0;50.0
GCF_030848765.1_ASM3084876v1_genomic.fasta;6;1662.17;54.6;25.0;75.0
GCF_027658845.1_ASM2765884v1_genomic.fasta;3;124.33;31.09;100.0;0.0
GCF_004152865.1_ASM415286v1_genomic.fasta;1;104;36.13;100.0;0.0
GCF_009763905.1_ASM976390v1_genomic.fasta;1;100;52.98;0.0;100.0
GCA_016774375.1_ASM1677437v1_genomic.fasta;3;314.33;59.05;100.0;0.0
GCA_014305095.1_ASM1430509v1_genomic.fasta;5;138.8;65.69;50.0;50.0
GCA_016859185.1_ASM1685918v1_genomic.fasta;20;243;28.89;45.45;54.55
GCF_001405015.1_13470_2_75_genomic.fasta;7;307.43;71.15;57.14;42.86
GCA_021278965.1_ASM2127896v1_genomic.fasta;1;101;64.49;100.0;0.0
GCF_003711845.1_ASM371184v1_genomic.fasta;0;0.0;64.8;0.0;0.0
GCA_019655335.1_ASM1965533v1_genomic.fasta;5;892;53.72;50.0;50.0
GCF_001528745.1_ASM152874v1_genomic.fasta;5;608;42.82;20.0;80.0
GCA_900091525.1_IMG-taxon_2622736591_annotated_assembly_genomic.fasta;18;128.78;27.7;50.0;50.0
GCF_004135605.1_ASM413560v1_genomic.fasta;2;100;31.76;50.0;50.0
GCA_016103485.1_ASM1610348v1_genomic.fasta;25;200.28;29.53;42.86;57.14
GCA_014230305.1_ASM1423030v1_genomic.fasta;6;103.67;32.39;50.0;50.0
GCA_019047785.1_ASM1904778v1_genomic.fasta;1;810;44.27;0.0;100.0
GCF_001189845.1_ASM118984v1_genomic.fasta;4;182.5;36.51;25.0;75.0
GCA_032084425.1_ASM3208442v1_genomic.fasta;4;111;34.94;0.0;100.0
GCF_004770055.1_ASM477005v1_genomic.fasta;2;118.5;57.24;100.0;0.0
GCF_024730625.1_ASM2473062v1_genomic.fasta;10;273.9;37.91;40.0;60.0
GCF_004309355.1_ASM430935v1_genomic.fasta;3;2284;57.62;66.67;33.33
GCA_015775975.1_ASM1577597v1_genomic.fasta;0;0.0;66.61;0.0;0.0
GCF_024539815.1_ASM2453981v1_genomic.fasta;12;213.17;29.84;20.0;80.0
GCF_002000485.1_ASM200048v1_genomic.fasta;2;1462.5;59.81;50.0;50.0
GCF_001021045.1_ASM102104v1_genomic.fasta;1;82;36.86;100.0;0.0
GCF_002154505.1_ASM215450v1_genomic.fasta;19;113.05;29.02;33.33;66.67
GCA_963360685.1_BMTSDC17_v2_genomic.fasta;7;227.86;57.2;60.0;40.0
GCA_022870485.1_ASM2287048v1_genomic.fasta;5;2866.8;37.81;25.0;75.0
GCA_900638635.1_58174_G01_genomic.fasta;1;79;60.91;100.0;0.0
GCA_016128195.1_ASM1612819v1_genomic.fasta;2;101;36.46;0.0;100.0
GCF_001006005.1_ASM100600v1_genomic.fasta;7;632;46.39;83.33;16.67
GCF_002749945.1_ASM274994v1_genomic.fasta;7;540;71.93;50.0;50.0
GCF_028609725.1_ASM2860972v1_genomic.fasta;3;185.67;53.76;50.0;50.0
GCA_000725485.1_Doro.v1.0_genomic.fasta;44;208.02;27.87;42.86;57.14
GCF_003710985.1_ASM371098v1_genomic.fasta;1;2871;49.01;100.0;0.0
GCF_001418645.1_ASM141864v1_genomic.fasta;15;126.27;28.89;25.0;75.0
GCF_003019675.1_ASM301967v1_genomic.fasta;10;397;69.45;62.5;37.5
GCF_009734005.1_ASM973400v2_genomic.fasta;3;119.33;62.12;100.0;0.0
GCA_021168645.1_ASM2116864v1_genomic.fasta;0;0.0;61.59;0.0;0.0
GCA_914484815.1_ASM91448481v1_genomic.fasta;4;136.25;37.51;50.0;50.0
GCF_007830155.1_ASM783015v1_genomic.fasta;2;100;45.85;100.0;0.0
GCF_030505375.1_ASM3050537v1_genomic.fasta;1;89;38.85;0.0;0.0
GCA_902859775.1_LMG_27174_genomic.fasta;5;105.8;38.26;33.33;66.67
GCF_003391255.1_ASM339125v1_genomic.fasta;0;0.0;37.34;0.0;0.0
GCA_016901255.1_ASM1690125v1_genomic.fasta;18;537.11;27.07;61.54;38.46
GCF_004924335.1_ASM492433v1_genomic.fasta;3;85;35.71;100.0;0.0
GCF_003263785.1_ASM326378v1_genomic.fasta;3;132.33;53.4;0.0;100.0
GCF_024158035.1_ASM2415803v1_genomic.fasta;1;88;32.08;0.0;100.0
GCF_002632445.1_ASM263244v1_genomic.fasta;3;3876;56.38;66.67;33.33
GCA_014649135.1_ASM1464913v1_genomic.fasta;18;200.5;26.68;88.89;11.11
GCA_014650615.1_ASM1465061v1_genomic.fasta;22;132.23;28.22;57.14;42.86
GCF_001660485.1_ASM166048v1_genomic.fasta;4;114.75;29.61;0.0;0.0
GCA_000721105.1_ASM72110v1_genomic.fasta;15;112.33;29.36;20.0;80.0
GCA_900637625.1_52295_C01_genomic.fasta;4;528.75;58.64;50.0;50.0
GCA_014635405.1_ASM1463540v1_genomic.fasta;1;89;63.81;0.0;100.0
GCF_009846745.1_ASM984674v1_genomic.fasta;11;266.73;38.62;37.5;62.5
GCA_014268885.2_ASM1426888v2_genomic.fasta;0;0.0;35.84;0.0;0.0
GCF_004348455.1_ASM434845v1_genomic.fasta;41;112.9;32.57;40.0;60.0
GCA_900091575.1_IMG-taxon_2622736537_annotated_assembly_genomic.fasta;15;122.67;28.84;33.33;66.67
GCF_002154675.1_ASM215467v1_genomic.fasta;13;144.77;29.99;75.0;25.0
GCA_900659635.1_LMG30035_FinalContigs.fasta.gz_genomic.fasta;33;195.12;27.47;50.0;50.0
GCF_002156545.1_ASM215654v1_genomic.fasta;1;118;58.41;0.0;100.0
GCF_028747645.1_ASM2874764v1_genomic.fasta;5;181.8;32.2;100.0;0.0
GCA_022698165.1_ASM2269816v1_genomic.fasta;14;111.57;28.99;40.0;60.0
GCA_000931575.1_ASM93157v1_genomic.fasta;2;114;61.84;50.0;50.0
GCF_029639525.1_ASM2963952v1_genomic.fasta;6;90.17;32.05;33.33;66.67
GCF_003049725.1_ASM304972v1_genomic.fasta;5;607.8;40.33;100.0;0.0
GCF_003710935.1_ASM371093v1_genomic.fasta;2;1400.5;48.01;100.0;0.0
GCA_900187135.1_51485_C02_genomic.fasta;3;882.67;46.69;66.67;33.33
GCF_002127545.1_ASM212754v1_genomic.fasta;4;297.75;54.8;75.0;25.0
GCA_023147525.1_ASM2314752v1_genomic.fasta;4;118.75;26.32;100.0;0.0
GCA_900167575.1_IMG-taxon_2708742390_annotated_assembly_genomic.fasta;4;138.25;32.22;66.67;33.33
GCA_016728365.1_ASM1672836v1_genomic.fasta;1;112;40.26;0.0;0.0
GCA_928722305.1_TUE2108_genomic.fasta;8;127.75;29.08;40.0;60.0
GCF_002442935.1_ASM244293v1_genomic.fasta;2;113.5;66.94;0.0;100.0
GCF_002096055.1_ASM209605v1_genomic.fasta;11;132.91;29.21;40.0;60.0
GCA_937425535.1_Rhodovastum_atsumiense_G2-11_genomic.fasta;13;758.15;31.44;55.56;44.44
GCF_001722335.1_ASM172233v1_genomic.fasta;2;115.5;31.51;100.0;0.0
GCF_001951015.1_ASM195101v1_genomic.fasta;0;0.0;67.55;0.0;0.0
GCA_015244665.1_ASM1524466v1_genomic.fasta;5;300.2;44.19;25.0;75.0
GCA_014648035.1_ASM1464803v1_genomic.fasta;5;527;57.69;50.0;50.0
GCF_003337575.1_ASM333757v1_genomic.fasta;0;0.0;43.56;0.0;0.0
GCA_016623465.1_ASM1662346v1_genomic.fasta;5;96.2;28.17;0.0;0.0
GCA_018380615.1_ASM1838061v1_genomic.fasta;17;113.88;66.73;50.0;50.0
GCF_024198255.1_ASM2419825v1_genomic.fasta;29;521.38;30.19;66.67;33.33
GCA_010692905.1_ASM1069290v1_genomic.fasta;13;767.15;33.92;55.56;44.44
GCA_900566075.1_MK142_genomic.fasta;25;189.96;33.79;23.08;76.92
GCF_007830515.1_ASM783051v1_genomic.fasta;3;122;37.87;100.0;0.0
GCA_000972865.1_ASM97286v1_genomic.fasta;8;170.12;29.75;100.0;0.0
GCF_002940015.1_ASM294001v1_genomic.fasta;10;626.5;33.89;57.14;42.86
GCF_004349215.1_ASM434921v1_genomic.fasta;19;312.05;28.41;45.45;54.55
GCF_024347635.1_ASM2434763v1_genomic.fasta;0;0.0;55.91;0.0;0.0
GCA_021183685.1_ASM2118368v1_genomic.fasta;24;186;33.76;45.0;55.0
GCF_002736065.1_ASM273606v1_genomic.fasta;0;0.0;35.58;0.0;0.0
GCF_005889735.1_ASM588973v1_genomic.fasta;9;124.67;30.27;100.0;0.0
GCF_004792415.1_ASM479241v1_genomic.fasta;3;620.33;44.66;50.0;50.0
GCF_001468005.1_ASM146800v1_genomic.fasta;1;76;61.23;0.0;0.0
GCF_001314995.1_ASM131499v1_genomic.fasta;1;76;58.12;100.0;0.0
GCA_020544465.1_ASM2054446v1_genomic.fasta;5;665.2;35.95;40.0;60.0
GCF_025823315.1_ASM2582331v1_genomic.fasta;7;115.14;32.87;75.0;25.0
GCA_019056515.1_ASM1905651v1_genomic.fasta;6;126.33;29.71;0.0;100.0
GCF_009827315.1_ASM982731v1_genomic.fasta;1;142;35.91;0.0;0.0
GCF_026410105.1_ASM2641010v1_genomic.fasta;0;0.0;39.05;0.0;0.0
GCA_013340935.1_ASM1334093v1_genomic.fasta;9;123.89;32.3;40.0;60.0
GCF_034861265.1_ASM3486126v1_genomic.fasta;1;104;44.42;0.0;100.0
GCF_003386665.1_ASM338666v1_genomic.fasta;0;0.0;57.1;0.0;0.0
GCF_001641615.1_ASM164161v1_genomic.fasta;11;262.55;58.59;33.33;66.67
GCF_029632925.1_ASM2963292v1_genomic.fasta;11;938.64;31.97;50.0;50.0
GCA_900106945.1_IMG-taxon_2617270765_annotated_assembly_genomic.fasta;0;0.0;41.56;0.0;0.0
GCF_002252535.1_ASM225253v1_genomic.fasta;2;87;43.65;50.0;50.0
GCA_014169735.1_ASM1416973v1_genomic.fasta;11;115.45;38.45;50.0;50.0
GCF_003855255.1_ASM385525v1_genomic.fasta;3;119.33;33.42;100.0;0.0
GCF_002949635.1_ASM294963v1_genomic.fasta;11;119.36;31.72;80.0;20.0
GCF_026342015.1_ASM2634201v1_genomic.fasta;19;118.26;28.18;33.33;66.67
GCA_900090305.1_IMG-taxon_2634166273_annotated_assembly_genomic.fasta;10;147.3;26.8;75.0;25.0
GCF_002384255.1_ASM238425v1_genomic.fasta;10;958.8;33.3;50.0;50.0
GCF_025823245.1_ASM2582324v1_genomic.fasta;5;151.8;33.99;75.0;25.0
GCF_001889605.1_ASM188960v1_genomic.fasta;1;151;34.94;100.0;0.0
GCA_017352135.1_ASM1735213v1_genomic.fasta;3;79.67;38.81;33.33;66.67
GCA_902833485.1_ASM90283348v1_genomic.fasta;2;305;35.62;0.0;100.0
GCA_014637085.1_ASM1463708v1_genomic.fasta;6;107.17;34.93;50.0;50.0
GCA_017348915.1_ASM1734891v1_genomic.fasta;5;121.2;45.04;100.0;0.0
GCF_036480755.1_ASM3648075v1_genomic.fasta;1;118;32.49;0.0;0.0
GCA_020723825.1_ASM2072382v1_genomic.fasta;1;114;43.04;0.0;0.0
GCF_001077855.1_ASM107785v1_genomic.fasta;10;583.5;43.31;71.43;28.57
GCA_902652675.1_B191_genomic.fasta;2;151.5;61.49;100.0;0.0
GCF_036898185.1_ASM3689818v1_genomic.fasta;6;229.83;58.94;33.33;66.67
GCF_009648555.1_ASM964855v1_genomic.fasta;3;254.67;58.35;66.67;33.33
GCA_900638445.1_57675_E01_genomic.fasta;1;1229;58.81;0.0;100.0
GCF_002798015.1_ASM279801v1_genomic.fasta;5;121.8;26.81;100.0;0.0
GCF_007989425.1_ASM798942v1_genomic.fasta;2;100;67.66;100.0;0.0
GCA_011516835.1_ASM1151683v1_genomic.fasta;0;0.0;40.53;0.0;0.0
GCA_033107565.1_ASM3310756v1_genomic.fasta;0;0.0;31.24;0.0;0.0
GCA_900618095.1_NCTC10913_genomic.fasta;8;210.25;71.39;66.67;33.33
GCA_016238465.1_ASM1623846v1_genomic.fasta;4;117;66.44;100.0;0.0
GCF_028596105.1_ASM2859610v1_genomic.fasta;7;564.14;36.82;66.67;33.33
GCF_026344035.1_ASM2634403v1_genomic.fasta;0;0.0;49.95;0.0;0.0
GCA_900116935.1_Chromosome_genomic.fasta;2;107.5;60.2;100.0;0.0
GCF_001431405.1_ASM143140v1_genomic.fasta;9;111.89;35.52;28.57;71.43
GCF_007713735.2_ASM771373v2_genomic.fasta;18;197.17;30.3;63.64;36.36
GCA_010728525.1_ASM1072852v1_genomic.fasta;9;220.89;34.47;0.0;100.0
GCF_002278015.2_ASM227801v2_genomic.fasta;3;237.33;63.01;66.67;33.33
GCA_033128265.1_ASM3312826v1_genomic.fasta;12;405.5;71.3;37.5;62.5
GCF_008805035.1_ASM880503v1_genomic.fasta;0;0.0;44.57;0.0;0.0
GCF_037062565.1_ASM3706256v1_genomic.fasta;4;249.5;62.86;75.0;25.0
GCF_003605755.1_ASM360575v1_genomic.fasta;3;129.67;39.12;0.0;0.0
GCA_900107725.1_IMG-taxon_2667527380_annotated_assembly_genomic.fasta;3;123;40.25;0.0;100.0
GCA_016128095.1_ASM1612809v1_genomic.fasta;4;874.75;60.35;75.0;25.0
GCF_002210435.1_ASM221043v1_genomic.fasta;22;153.18;26.96;25.0;75.0
GCA_021261325.1_ASM2126132v1_genomic.fasta;17;142.59;29.69;66.67;33.33
GCF_003030305.1_ASM303030v1_genomic.fasta;1;91;39.97;0.0;100.0
GCF_003445965.1_ASM344596v1_genomic.fasta;11;355.82;47.43;50.0;50.0
GCA_016917755.1_ASM1691775v1_genomic.fasta;13;112.54;28.27;66.67;33.33
GCA_010727605.1_ASM1072760v1_genomic.fasta;4;104;33.78;33.33;66.67
GCA_014863585.1_ASM1486358v1_genomic.fasta;2;173;39.69;50.0;50.0
GCA_022230925.1_ASM2223092v1_genomic.fasta;8;122;29.19;0.0;100.0
GCF_029962465.1_ASM2996246v1_genomic.fasta;6;310.33;49.62;83.33;16.67
GCA_018802605.1_ASM1880260v1_genomic.fasta;2;699.5;37.4;100.0;0.0
GCA_014649035.1_ASM1464903v1_genomic.fasta;31;291.48;28.2;75.0;25.0
GCF_001718415.1_ASM171841v1_genomic.fasta;3;88.33;32.7;100.0;0.0
GCA_000767275.4_ASM76727v4_genomic.fasta;2;2484.5;59.25;0.0;100.0
GCA_016031635.1_ASM1603163v1_genomic.fasta;1;107;36.07;100.0;0.0
GCA_012396065.1_ASM1239606v1_genomic.fasta;6;133.67;31.81;66.67;33.33
GCA_904846305.1_ASM90484630v1_genomic.fasta;9;1455.89;58.35;14.29;85.71
GCF_007992455.1_ASM799245v1_genomic.fasta;11;97.27;28.84;40.0;60.0
GCA_016860605.1_ASM1686060v1_genomic.fasta;7;193.29;57.46;40.0;60.0
GCF_007954525.1_ASM795452v1_genomic.fasta;0;0.0;62.65;0.0;0.0
GCA_900100015.1_IMG-taxon_2617270927_annotated_assembly_genomic.fasta;5;189;53.59;100.0;0.0
GCA_022647665.1_ASM2264766v1_genomic.fasta;19;163.37;29.17;53.85;46.15
GCF_003350545.1_ASM335054v1_genomic.fasta;4;248;66.59;50.0;50.0
GCF_008245045.1_ASM824504v1_genomic.fasta;0;0.0;71.43;0.0;0.0
GCF_024346935.1_ASM2434693v1_genomic.fasta;0;0.0;57.05;0.0;0.0
GCF_007830065.1_ASM783006v1_genomic.fasta;3;137.33;36.13;100.0;0.0
GCA_000956465.1_ASM95646v1_genomic.fasta;6;116.67;29.84;33.33;66.67
GCA_000582515.1_ASM58251v1_genomic.fasta;3;877.33;53.02;33.33;66.67
GCF_004349055.1_ASM434905v1_genomic.fasta;18;106.11;33.05;40.0;60.0
GCA_011040435.1_ASM1104043v1_genomic.fasta;0;0.0;42.56;0.0;0.0
GCF_001639065.2_ASM163906v2_genomic.fasta;1;152;55.83;100.0;0.0
GCF_007004625.1_ASM700462v1_genomic.fasta;5;91.6;53.23;100.0;0.0
GCF_030436445.1_ASM3043644v1_genomic.fasta;0;0.0;72.03;0.0;0.0
GCA_900113035.1_IMG-taxon_2634166330_annotated_assembly_genomic.fasta;4;162.5;31.53;100.0;0.0
GCF_002286935.1_ASM228693v1_genomic.fasta;10;134.2;37.47;42.86;57.14
GCA_014174165.1_ASM1417416v1_genomic.fasta;1;226;35.35;0.0;100.0
GCA_018127765.1_ASM1812776v1_genomic.fasta;8;1281.5;58.08;50.0;50.0
GCF_009831415.1_ASM983141v1_genomic.fasta;0;0.0;52.83;0.0;0.0
GCA_000716965.1_ASM71696v1_genomic.fasta;27;303.74;25.71;57.89;42.11
